month,level_1,level_2,level_3,value
2018-04,Number Of Air Passenger Departures,North East Asia,China,276266
2018-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,127977
2018-04,Number Of Air Passenger Departures,North East Asia,Japan,119974
2018-04,Number Of Air Passenger Departures,Europe,United Kingdom,70950
2018-04,Number Of Air Passenger Departures,Europe,France,18127
2018-04,Number Of Air Passenger Departures,Europe,Germany,44475
2018-05,Number Of Air Passenger Departures,South East Asia,Malaysia,278570
2018-05,Number Of Air Passenger Departures,South East Asia,Indonesia,336317
2018-05,Number Of Air Passenger Departures,South East Asia,Thailand,241774
2018-05,Number Of Air Passenger Departures,South East Asia,Philippines,138356
2018-05,Number Of Air Passenger Departures,South East Asia,Vietnam,106076
2018-05,Number Of Air Passenger Departures,North East Asia,China,292337
2018-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,123491
2018-05,Number Of Air Passenger Departures,North East Asia,Japan,120138
2018-05,Number Of Air Passenger Departures,Europe,United Kingdom,65879
2018-05,Number Of Air Passenger Departures,Europe,France,18400
2018-05,Number Of Air Passenger Departures,Europe,Germany,39667
2018-06,Number Of Air Passenger Departures,South East Asia,Malaysia,291668
2018-06,Number Of Air Passenger Departures,South East Asia,Indonesia,358285
2018-06,Number Of Air Passenger Departures,South East Asia,Thailand,251907
2018-06,Number Of Air Passenger Departures,South East Asia,Philippines,127332
2018-06,Number Of Air Passenger Departures,South East Asia,Vietnam,113400
2018-06,Number Of Air Passenger Departures,North East Asia,China,275721
2018-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,123601
2018-06,Number Of Air Passenger Departures,North East Asia,Japan,119625
2018-06,Number Of Air Passenger Departures,Europe,United Kingdom,70969
2018-06,Number Of Air Passenger Departures,Europe,France,18596
2018-06,Number Of Air Passenger Departures,Europe,Germany,41422
2018-07,Number Of Air Passenger Departures,South East Asia,Malaysia,282751
2018-07,Number Of Air Passenger Departures,South East Asia,Indonesia,392177
2018-07,Number Of Air Passenger Departures,South East Asia,Thailand,240145
2018-07,Number Of Air Passenger Departures,South East Asia,Philippines,120204
2018-07,Number Of Air Passenger Departures,South East Asia,Vietnam,121636
2018-07,Number Of Air Passenger Departures,North East Asia,China,289603
2018-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,128375
2018-07,Number Of Air Passenger Departures,North East Asia,Japan,112903
2018-07,Number Of Air Passenger Departures,Europe,United Kingdom,74365
2018-07,Number Of Air Passenger Departures,Europe,France,19007
2018-07,Number Of Air Passenger Departures,Europe,Germany,46140
2018-08,Number Of Air Passenger Departures,South East Asia,Malaysia,280797
2018-08,Number Of Air Passenger Departures,South East Asia,Indonesia,338526
2018-08,Number Of Air Passenger Departures,South East Asia,Thailand,240793
2018-08,Number Of Air Passenger Departures,South East Asia,Philippines,112839
2018-08,Number Of Air Passenger Departures,South East Asia,Vietnam,111135
2018-08,Number Of Air Passenger Departures,North East Asia,China,343213
2018-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,149882
2018-08,Number Of Air Passenger Departures,North East Asia,Japan,131574
2018-08,Number Of Air Passenger Departures,Europe,United Kingdom,76181
2018-08,Number Of Air Passenger Departures,Europe,France,19977
2018-08,Number Of Air Passenger Departures,Europe,Germany,51012
2018-09,Number Of Air Passenger Departures,South East Asia,Malaysia,266019
2018-09,Number Of Air Passenger Departures,South East Asia,Indonesia,324067
2018-09,Number Of Air Passenger Departures,South East Asia,Thailand,219137
2018-09,Number Of Air Passenger Departures,South East Asia,Philippines,106301
2018-09,Number Of Air Passenger Departures,South East Asia,Vietnam,101584
2018-09,Number Of Air Passenger Departures,North East Asia,China,263632
2018-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,111210
2018-09,Number Of Air Passenger Departures,North East Asia,Japan,126652
2018-09,Number Of Air Passenger Departures,Europe,United Kingdom,73831
2018-09,Number Of Air Passenger Departures,Europe,France,18996
2018-09,Number Of Air Passenger Departures,Europe,Germany,48126
2018-10,Number Of Air Passenger Departures,South East Asia,Malaysia,268454
2018-10,Number Of Air Passenger Departures,South East Asia,Indonesia,327138
2018-10,Number Of Air Passenger Departures,South East Asia,Thailand,244627
2018-10,Number Of Air Passenger Departures,South East Asia,Philippines,111679
2018-10,Number Of Air Passenger Departures,South East Asia,Vietnam,97290
2018-10,Number Of Air Passenger Departures,North East Asia,China,280265
2018-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,133532
2018-10,Number Of Air Passenger Departures,North East Asia,Japan,133238
2018-10,Number Of Air Passenger Departures,Europe,United Kingdom,56534
2018-10,Number Of Air Passenger Departures,Europe,France,16840
2018-10,Number Of Air Passenger Departures,Europe,Germany,41105
2018-11,Number Of Air Passenger Departures,South East Asia,Malaysia,278953
2018-11,Number Of Air Passenger Departures,South East Asia,Indonesia,312214
2018-11,Number Of Air Passenger Departures,South East Asia,Thailand,261939
2018-11,Number Of Air Passenger Departures,South East Asia,Philippines,126652
2018-11,Number Of Air Passenger Departures,South East Asia,Vietnam,106769
2018-11,Number Of Air Passenger Departures,North East Asia,China,258311
2018-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,142360
2018-11,Number Of Air Passenger Departures,North East Asia,Japan,140594
2018-11,Number Of Air Passenger Departures,Europe,United Kingdom,61684
2018-11,Number Of Air Passenger Departures,Europe,France,17106
2018-11,Number Of Air Passenger Departures,Europe,Germany,42731
2018-12,Number Of Air Passenger Departures,South East Asia,Malaysia,324109
2018-12,Number Of Air Passenger Departures,South East Asia,Indonesia,335372
2018-12,Number Of Air Passenger Departures,South East Asia,Thailand,279386
2018-12,Number Of Air Passenger Departures,South East Asia,Philippines,152243
2018-12,Number Of Air Passenger Departures,South East Asia,Vietnam,122906
2018-12,Number Of Air Passenger Departures,North East Asia,China,283610
2018-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,149118
2018-12,Number Of Air Passenger Departures,North East Asia,Japan,158565
2018-12,Number Of Air Passenger Departures,Europe,United Kingdom,63662
2018-12,Number Of Air Passenger Departures,Europe,France,17593
2018-12,Number Of Air Passenger Departures,Europe,Germany,42421
2019-01,Number Of Air Passenger Departures,South East Asia,Malaysia,254925
2019-01,Number Of Air Passenger Departures,South East Asia,Indonesia,337480
2019-01,Number Of Air Passenger Departures,South East Asia,Thailand,229295
2019-01,Number Of Air Passenger Departures,South East Asia,Philippines,119446
2019-01,Number Of Air Passenger Departures,South East Asia,Vietnam,99103
2019-01,Number Of Air Passenger Departures,North East Asia,China,264269
2019-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,123988
2019-01,Number Of Air Passenger Departures,North East Asia,Japan,131383
2019-01,Number Of Air Passenger Departures,Europe,United Kingdom,60808
2019-01,Number Of Air Passenger Departures,Europe,France,17327
2019-01,Number Of Air Passenger Departures,Europe,Germany,45781
2019-02,Number Of Air Passenger Departures,South East Asia,Malaysia,245094
2019-02,Number Of Air Passenger Departures,South East Asia,Indonesia,281322
2019-02,Number Of Air Passenger Departures,South East Asia,Thailand,215716
2019-02,Number Of Air Passenger Departures,South East Asia,Philippines,108705
2019-02,Number Of Air Passenger Departures,South East Asia,Vietnam,95906
2019-02,Number Of Air Passenger Departures,North East Asia,China,313675
2019-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,125944
2019-02,Number Of Air Passenger Departures,North East Asia,Japan,121869
2019-02,Number Of Air Passenger Departures,Europe,United Kingdom,53072
2019-02,Number Of Air Passenger Departures,Europe,France,14920
2019-02,Number Of Air Passenger Departures,Europe,Germany,40332
2019-03,Number Of Air Passenger Departures,South East Asia,Malaysia,278688
2019-03,Number Of Air Passenger Departures,South East Asia,Indonesia,338264
2019-03,Number Of Air Passenger Departures,South East Asia,Thailand,245015
2019-03,Number Of Air Passenger Departures,South East Asia,Philippines,129054
2019-03,Number Of Air Passenger Departures,South East Asia,Vietnam,107398
2019-03,Number Of Air Passenger Departures,North East Asia,China,297833
2019-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,140892
2019-03,Number Of Air Passenger Departures,North East Asia,Japan,156571
2019-03,Number Of Air Passenger Departures,Europe,United Kingdom,67664
2019-03,Number Of Air Passenger Departures,Europe,France,19039
2019-03,Number Of Air Passenger Departures,Europe,Germany,52854
2019-04,Number Of Air Passenger Departures,South East Asia,Malaysia,270952
2019-04,Number Of Air Passenger Departures,South East Asia,Indonesia,331993
2019-04,Number Of Air Passenger Departures,South East Asia,Thailand,246906
2019-04,Number Of Air Passenger Departures,South East Asia,Philippines,136833
2019-04,Number Of Air Passenger Departures,South East Asia,Vietnam,101753
2019-04,Number Of Air Passenger Departures,North East Asia,China,288191
2019-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,127029
2019-04,Number Of Air Passenger Departures,North East Asia,Japan,120571
2019-04,Number Of Air Passenger Departures,Europe,United Kingdom,67372
2019-04,Number Of Air Passenger Departures,Europe,France,18456
2019-04,Number Of Air Passenger Departures,Europe,Germany,51857
2019-05,Number Of Air Passenger Departures,South East Asia,Malaysia,261169
2019-05,Number Of Air Passenger Departures,South East Asia,Indonesia,309849
2019-05,Number Of Air Passenger Departures,South East Asia,Thailand,229736
2019-05,Number Of Air Passenger Departures,South East Asia,Philippines,144051
2019-05,Number Of Air Passenger Departures,South East Asia,Vietnam,105041
2019-05,Number Of Air Passenger Departures,North East Asia,China,308650
2019-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,123936
2019-05,Number Of Air Passenger Departures,North East Asia,Japan,141874
2019-05,Number Of Air Passenger Departures,Europe,United Kingdom,67083
2019-05,Number Of Air Passenger Departures,Europe,France,19051
2019-05,Number Of Air Passenger Departures,Europe,Germany,52344
2019-06,Number Of Air Passenger Departures,South East Asia,Malaysia,304721
2019-06,Number Of Air Passenger Departures,South East Asia,Indonesia,367509
2019-06,Number Of Air Passenger Departures,South East Asia,Thailand,252037
2019-06,Number Of Air Passenger Departures,South East Asia,Philippines,135884
2019-06,Number Of Air Passenger Departures,South East Asia,Vietnam,117480
2019-06,Number Of Air Passenger Departures,North East Asia,China,300838
2019-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,126761
2019-06,Number Of Air Passenger Departures,North East Asia,Japan,133398
2019-06,Number Of Air Passenger Departures,Europe,United Kingdom,67287
2019-06,Number Of Air Passenger Departures,Europe,France,18964
2019-06,Number Of Air Passenger Departures,Europe,Germany,51304
2019-07,Number Of Air Passenger Departures,South East Asia,Malaysia,280360
2019-07,Number Of Air Passenger Departures,South East Asia,Indonesia,397449
2019-07,Number Of Air Passenger Departures,South East Asia,Thailand,239380
2019-07,Number Of Air Passenger Departures,South East Asia,Philippines,125074
2019-07,Number Of Air Passenger Departures,South East Asia,Vietnam,122929
2019-07,Number Of Air Passenger Departures,North East Asia,China,306015
2019-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,125369
2019-07,Number Of Air Passenger Departures,North East Asia,Japan,120968
2019-07,Number Of Air Passenger Departures,Europe,United Kingdom,70888
2019-07,Number Of Air Passenger Departures,Europe,France,18830
2019-07,Number Of Air Passenger Departures,Europe,Germany,52493
2019-08,Number Of Air Passenger Departures,South East Asia,Malaysia,284628
2019-08,Number Of Air Passenger Departures,South East Asia,Indonesia,350443
2019-08,Number Of Air Passenger Departures,South East Asia,Thailand,237681
2019-08,Number Of Air Passenger Departures,South East Asia,Philippines,122453
2019-08,Number Of Air Passenger Departures,South East Asia,Vietnam,111444
2019-08,Number Of Air Passenger Departures,North East Asia,China,369550
2019-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,129884
2019-08,Number Of Air Passenger Departures,North East Asia,Japan,151982
2019-08,Number Of Air Passenger Departures,Europe,United Kingdom,73047
2019-08,Number Of Air Passenger Departures,Europe,France,19512
2019-08,Number Of Air Passenger Departures,Europe,Germany,56231
2019-09,Number Of Air Passenger Departures,South East Asia,Malaysia,270585
